piramide_1;piramide_2;mes;año;ues;producto;consumo
4 Micro;4.1 Estándar;5;2018;RyT;Club El Cubo;35874343
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;1;2018;MS;DROGUERIAS;1431731
2 Emp Medio;2.2 Silver;3;2018;Salud;;18779550
6 Otros;No Afiliada;8;2018;RyT;Programas Recreativos;73676929
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Otros;5119786
2 Emp Medio;2.1 Gold;9;2018;RyT;Club Bellavista;112664121
5 Micro;5.1 Colsubsidio;3;2018;RyT;Hotel Paipa;2178812
6 Otros;No Afiliada;11;2017;Vivienda;Fecha Promesa;825872000
4 Micro;4.5 Transaccional;1;2017;MS;SUPERMERCADOS;117868341
4 Micro;4.5 Transaccional;5;2017;Vivienda;Fecha Entrega;551750250
5 Micro;5.1 Colsubsidio;9;2017;Vivienda;SubsidioEntregado;14754340
3 Empresas Pymes;3.2 VIP Estándar;12;2017;Vivienda;SubsidioAsignado;22131510
4 Micro;4.8 Transaccional - Pensionado;4;2018;MS;SUPERMERCADOS;2097612
4 Micro;4.8 Transaccional - Pensionado;5;2018;MS;DROGUERIAS;347860
6 Otros;No Afiliada;12;2017;Vivienda;SubsidioAsignado;17609304790
4 Micro;4.1 Estándar;10;2018;Salud;;11762600
3 Empresas Pymes;3.2 VIP Estándar;5;2018;RyT;Club Bellavista;3732755
2 Emp Medio;2.1 Gold;2;2018;RyT;Eventos y Convenciones;14008499
5 Micro;5.1 Colsubsidio;12;2018;RyT;Club El Cubo;412004
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;1;2018;RyT;Hotel Paipa;1333630
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Otros;3302992
4 Micro;4.8 Transaccional - Pensionado;10;2018;RyT;Programas Deportivos;30084
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Programas Deportivos;7002295
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Club la Colina;7697729
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Club El Cubo;407269536
1 Emp Grandes;1.1 Platinum;2;2018;Educación y Cultura;EDUCACION INICIAL;10416937,51
1 Emp Grandes;1.1 Platinum;1;2018;RyT;Club El Cubo;23146632
4 Micro;4.5 Transaccional;5;2018;Educación y Cultura;Teatro;33045500
6 Otros;No Afiliada;2;2017;Vivienda;Fecha Opcion;224800000
6 Otros;No Afiliada;1;2018;MS;DROGUERIAS;297266388
3 Empresas Pymes;3.2 VIP Estándar;12;2017;Vivienda;SubsidioEntregado;38388858
4 Micro;4.5 Transaccional;12;2018;RyT;Club El Cubo;8113623
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2017;Vivienda;SubsidioAsignado;184429250
6 Otros;No afiliada;7;2017;MS;DROGUERIAS;11006248
4 Micro;4.1 Estándar;2;2018;RyT;Eventos y Convenciones;702938
3 Empresas Pymes;3.1 VIP;2;2018;RyT;Club Calle 195;4434199
4 Micro;4.8 Transaccional - Pensionado;9;2018;RyT;Programas Deportivos;30084
1 Emp Grandes;1.1 Platinum;3;2018;Educación y Cultura;EDUCACION INICIAL;15434330
2 Emp Medio;2.1 Gold;2;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;3593837
2 Emp Medio;2.2 Silver;6;2018;RyT;Hotel Paipa;14878799
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Club Bellavista;25552797
6 Otros;No Afiliada;9;2017;Vivienda;Fecha Promesa;4801050000
4 Micro;4.5 Transaccional;7;2018;RyT;Club Bellavista;5604390
3 Empresas Pymes;3.1 VIP;11;2018;AyB;CATERING;12915984
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Club El Cubo;78864771
1 Emp Grandes;1.2 Premium;12;2018;RyT;Club Bellavista;79129965
5 Micro;5.1 Colsubsidio;1;2018;AyB;CATERING;863000
5 Micro;5.1 Colsubsidio;1;2018;RyT;Hotel Bosques de Athan;-1911621
6 Otros;No Afiliada;8;2018;RyT;Hotel Alcaravan;9041981
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2017;MS;SUPERMERCADOS;77224803
1 Emp Grandes;1.1 Platinum;1;2018;Salud;CHEQUEOS;1179409
3 Empresas Pymes;3.1 VIP;11;2018;Salud;;77720776
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Hotel Paipa;1292
3 Empresas Pymes;3.2 VIP Estándar;2;2018;RyT;Club Bellavista;6226602
4 Micro;4.7 Transaccional - Independiente;10;2018;RyT;Club Bellavista;1250782
2 Emp Medio;2.2 Silver;8;2018;Salud;CHEQUEOS;5060362
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Eventos y Convenciones;56797646
4 Micro;4.5 Transaccional;2;2017;Vivienda;SubsidioEntregado;523395430
3 Empresas Pymes;3.1 VIP;1;2018;RyT;Hotel Peñalisa;0
2 Emp Medio;2.2 Silver;6;2018;RyT;Otros;2297003
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;3;2018;RyT;Club Bellavista;2985150
2 Emp Medio;2.1 Gold;5;2018;RyT;Piscilago;2951329
6 Otros;No Afiliada;10;2018;MS;DROGUERIAS;462428611
2 Emp Medio;2.2 Silver;10;2018;RyT;Programas Recreativos;54511739
4 Micro;4.8 Transaccional - Pensionado;8;2018;RyT;Otros;10473517
1 Emp Grandes;1.1 Platinum;7;2018;MS;SUPERMERCADOS;141754803
4 Micro;4.6 Transaccional - Facultativo;4;2018;MS;DROGUERIAS;83758163
3 Empresas Pymes;3.1 VIP;4;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;1696929
4 Micro;4.5 Transaccional;8;2018;RyT;Club la Colina;1121848
6 Otros;No Afiliada;11;2017;Vivienda;SubsidioEntregado;11194944632
3 Empresas Pymes;3.1 VIP;5;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;NA
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;RyT;Club la Colina;4623766
6 Otros;No Afiliada;1;2018;RyT;Club la Colina;3127705
4 Micro;4.1 Estándar;10;2018;RyT;Club la Colina;3714352
1 Emp Grandes;1.2 Premium;10;2018;RyT;Hotel Bosques de Athan;10966576
1 Emp Grandes;1.2 Premium;8;2018;Salud;;13151200
2 Emp Medio;2.2 Silver;7;2018;RyT;Club la Colina;19437871
2 Emp Medio;2.2 Silver;11;2018;MS;DROGUERIAS;643299138
3 Empresas Pymes;3.2 VIP Estándar;2;2018;MS;DROGUERIAS;66760037
2 Emp Medio;2.1 Gold;12;2018;RyT;Hotel Bosques de Athan;35846680
6 Otros;No Afiliada;2;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;3394137
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Club El Cubo;142942524
2 Emp Medio;2.2 Silver;7;2018;Educación y Cultura;C+T;31286975
3 Empresas Pymes;3.1 VIP;11;2018;RyT;Eventos y Convenciones;201028274
6 Otros;No afiliada;10;2017;MS;SUPERMERCADOS;156133123
4 Micro;4.1 Estándar;3;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;7008726
4 Micro;4.6 Transaccional - Facultativo;8;2018;MS;SUPERMERCADOS;NA
1 Emp Grandes;1.1 Platinum;10;2018;RyT;Hotel Paipa;14744920
5 Micro;5.1 Colsubsidio;10;2018;RyT;Hotel Paipa;6662043
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2018;Salud;;180000
4 Micro;4.5 Transaccional;12;2017;Vivienda;SubsidioEntregado;436588610
6 Otros;No Afiliada;5;2017;RyT;;2424342431
2 Emp Medio;2.2 Silver;6;2018;AyB;SALONES CALLE 26;527042
6 Otros;No Afiliada;10;2018;RyT;Hotel Peñalisa;683630
2 Emp Medio;2.1 Gold;6;2018;RyT;Hotel Peñalisa;-210336
3 Empresas Pymes;3.2 VIP Estándar;5;2018;Salud;;19723900
2 Emp Medio;2.1 Gold;4;2018;Salud;CHEQUEOS;3395469
3 Empresas Pymes;3.1 VIP;8;2018;RyT;Club El Cubo;41148305
1 Emp Grandes;1.1 Platinum;3;2018;Salud;CHEQUEOS;3538227
4 Micro;4.5 Transaccional;11;2017;MS;#;4003
2 Emp Medio;2.1 Gold;3;2018;MS;SUPERMERCADOS;430684207
6 Otros;No Afiliada;5;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;23454259
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;5;2018;Salud;;14384600
3 Empresas Pymes;3.1 VIP;4;2018;Educación y Cultura;C+T;1575000
1 Emp Grandes;1.1 Platinum;2;2018;RyT;Club la Colina;5688920
6 Otros;No Afiliada;9;2017;Vivienda;Fecha Entrega;6476135020
6 Otros;No Afiliada;3;2018;RyT;Hotel Alcaravan;2301241
2 Emp Medio;2.1 Gold;2;2018;RyT;Otros;7239195
6 Otros;No Afiliada;12;2017;Vivienda;Fecha Promesa;1306319936
1 Emp Grandes;1.1 Platinum;1;2018;RyT;Programas Deportivos;41978520
1 Emp Grandes;1.1 Platinum;5;2018;RyT;Hotel Peñalisa;2897508
2 Emp Medio;2.2 Silver;8;2018;RyT;Club la Colina;46232927
6 Otros;No Afiliada;2;2018;RyT;Programas Recreativos;3600000
4 Micro;4.5 Transaccional;7;2018;RyT;Programas Deportivos;8671912
4 Micro;4.7 Transaccional - Independiente;3;2017;MS;SUPERMERCADOS;732382
6 Otros;No Afiliada;8;2018;MS;DROGUERIAS;517769801
2 Emp Medio;2.1 Gold;11;2018;RyT;Club la Colina;19563700
1 Emp Grandes;1.1 Platinum;11;2018;RyT;Eventos y Convenciones;386489994
1 Emp Grandes;1.2 Premium;12;2018;RyT;Eventos y Convenciones;549284331
4 Micro;4.1 Estándar;9;2018;Salud;;5696000
6 Otros;No Afiliada;6;2018;RyT;Programas Recreativos;17319620
3 Empresas Pymes;3.1 VIP;8;2018;RyT;Programas Recreativos;43969432
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;6;2018;RyT;Club la Colina;9424621
1 Emp Grandes;1.1 Platinum;7;2018;Educación y Cultura;ARTES;3552000
6 Otros;No Afiliada;2;2017;Salud;EMPRESARIAL;284595251
5 Micro;5.1 Colsubsidio;5;2018;AyB;CATERING;21049219
4 Micro;4.8 Transaccional - Pensionado;1;2018;RyT;Programas Recreativos;-101346
6 Otros;No Afiliada;10;2018;Educación y Cultura;Teatro;44288655
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;7;2018;MS;SUPERMERCADOS;3088821
4 Micro;4.1 Estándar;6;2018;RyT;Club El Cubo;2064984
6 Otros;No Afiliada;8;2018;RyT;Hotel Paipa;49707493
6 Otros;No Afiliada;3;2017;Vivienda;SubsidioAsignado;8685879958
6 Otros;No Afiliada;11;2017;Salud;EMPRESARIAL;487187871
2 Emp Medio;2.1 Gold;4;2017;Vivienda;Fecha Entrega;164940000
6 Otros;No afiliada;7;2017;Vivienda;SubsidioAsignado;22131510
6 Otros;No Afiliada;5;2018;RyT;Hotel Peñalisa;22267094
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;6;2018;RyT;Hotel Bosques de Athan;587555
3 Empresas Pymes;3.2 VIP Estándar;6;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;3e+06
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;AyB;CATERING;165017
6 Otros;No Afiliada;3;2018;RyT;Programas Recreativos;7937999
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Hotel Alcaravan;838811
2 Emp Medio;2.1 Gold;1;2018;MS;SUPERMERCADOS;432558880
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;8;2018;RyT;Hotel Alcaravan;14019247,55
6 Otros;No Afiliada;7;2018;RyT;Hotel Paipa;22798422
2 Emp Medio;2.2 Silver;8;2018;RyT;Otros;12241411
1 Emp Grandes;1.1 Platinum;3;2018;MS;SUPERMERCADOS;158118710
6 Otros;No Afiliada;3;2018;RyT;Piscilago;217755046
6 Otros;No Afiliada;3;2017;MS;Sin asignar;17280
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Eventos y Convenciones;434979741
4 Micro;4.5 Transaccional;6;2018;RyT;Otros;771014
2 Emp Medio;2.2 Silver;7;2018;Educación y Cultura;Teatro;361400
6 Otros;No Afiliada;10;2018;Salud;CHEQUEOS;2522742
3 Empresas Pymes;3.1 VIP;7;2018;RyT;Club Calle 195;-15337040
6 Otros;No Afiliada;2;2018;MS;DROGUERIAS;479804701
3 Empresas Pymes;3.2 VIP Estándar;10;2018;RyT;Eventos y Convenciones;14170842
4 Micro;4.8 Transaccional - Pensionado;9;2018;RyT;Club Bellavista;3054895
4 Micro;4.7 Transaccional - Independiente;11;2018;MS;DROGUERIAS;1534766
2 Emp Medio;2.1 Gold;2;2018;MS;DROGUERIAS;2747285
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;2;2018;RyT;Eventos y Convenciones;2421412
3 Empresas Pymes;3.2 VIP Estándar;6;2018;RyT;Eventos y Convenciones;16277856
4 Micro;4.5 Transaccional;1;2018;Salud;CHEQUEOS;1263100
4 Micro;4.5 Transaccional;8;2017;Vivienda;Fecha Entrega;194500000
6 Otros;No Afiliada;6;2018;RyT;Programas Deportivos;48806462
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;3;2017;Vivienda;SubsidioAsignado;132789060
6 Otros;No Afiliada;9;2018;MS;DROGUERIAS;410542606
4 Micro;4.5 Transaccional;3;2018;Salud;;1874600
3 Empresas Pymes;3.2 VIP Estándar;4;2018;Educación y Cultura;Campus;2792857
4 Micro;4.8 Transaccional - Pensionado;5;2018;RyT;Club la Colina;273672
6 Otros;No afiliada;3;2017;Salud;EMPRESARIAL;3965900
3 Empresas Pymes;3.2 VIP Estándar;11;2018;AyB;CATERING;353982
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2017;RyT;;10084
3 Empresas Pymes;3.1 VIP;10;2018;RyT;Programas Deportivos;59604391
4 Micro;4.5 Transaccional;3;2018;RyT;Piscilago;11049665
4 Micro;4.1 Estándar;9;2018;AyB;CATERING;1544928
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;MS;DROGUERIAS;6448919
1 Emp Grandes;1.2 Premium;2;2018;RyT;Club Bellavista;3995811
1 Emp Grandes;1.1 Platinum;8;2018;RyT;Hotel Alcaravan;13490348,38
1 Emp Grandes;1.2 Premium;5;2018;MS;DROGUERIAS;35941628
4 Micro;4.5 Transaccional;9;2017;Vivienda;SubsidioAsignado;466237144
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Programas Deportivos;65177661
3 Empresas Pymes;3.1 VIP;2;2017;Vivienda;Fecha Entrega;170590000
2 Emp Medio;2.2 Silver;9;2018;Salud;;23755100
3 Empresas Pymes;3.1 VIP;7;2018;Salud;CHEQUEOS;10295441
5 Micro;5.1 Colsubsidio;1;2018;Educación y Cultura;C+T;NA
1 Emp Grandes;1.2 Premium;6;2018;RyT;Programas Recreativos;13542000
3 Empresas Pymes;3.2 VIP Estándar;3;2018;RyT;Piscilago;27930834
4 Micro;4.5 Transaccional;3;2017;MS;#;116156
3 Empresas Pymes;3.2 VIP Estándar;1;2018;Salud;CHEQUEOS;4441535
3 Empresas Pymes;3.2 VIP Estándar;6;2018;RyT;Programas Deportivos;3671908
4 Micro;4.5 Transaccional;10;2017;Vivienda;SubsidioAsignado;835095644
1 Emp Grandes;1.2 Premium;6;2018;RyT;Hotel Bosques de Athan;1253789
2 Emp Medio;2.1 Gold;8;2018;AyB;SALONES CALLE 26;2531047
2 Emp Medio;2.2 Silver;2;2018;RyT;Otros;348372
4 Micro;4.8 Transaccional - Pensionado;10;2018;RyT;Club Bellavista;738096
6 Otros;No Afiliada;7;2017;Vivienda;Fecha Entrega;4605495310
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;4;2017;Salud;EMPRESARIAL;130700
1 Emp Grandes;1.1 Platinum;9;2018;RyT;Club la Colina;59820296
6 Otros;No afiliada;6;2017;MS;DROGUERIAS;17393775
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Programas Recreativos;253893932
4 Micro;4.8 Transaccional - Pensionado;10;2018;MS;SUPERMERCADOS;1057520
1 Emp Grandes;1.1 Platinum;6;2018;RyT;Otros;25248666
2 Emp Medio;2.2 Silver;3;2018;RyT;Programas Deportivos;7385093
3 Empresas Pymes;3.1 VIP;3;2018;RyT;Programas Recreativos;7450000
3 Empresas Pymes;3.1 VIP;5;2018;Educación y Cultura;Campus;945000
3 Empresas Pymes;3.2 VIP Estándar;8;2018;Educación y Cultura;C+T;31088902,32
2 Emp Medio;2.1 Gold;5;2018;RyT;Club El Cubo;17095781
3 Empresas Pymes;3.2 VIP Estándar;5;2018;Educación y Cultura;Teatro;13760400
3 Empresas Pymes;3.2 VIP Estándar;8;2017;Vivienda;SubsidioEntregado;13789100
4 Micro;4.5 Transaccional;12;2018;RyT;Eventos y Convenciones;47616028
6 Otros;No Afiliada;7;2018;RyT;Eventos y Convenciones;21593430
4 Micro;4.5 Transaccional;1;2018;RyT;Hotel Alcaravan;397754
6 Otros;No Afiliada;9;2018;Educación y Cultura;LEO;450129617,77
4 Micro;4.1 Estándar;9;2018;RyT;Club la Colina;2749407
4 Micro;4.8 Transaccional - Pensionado;11;2017;MS;DROGUERIAS;1400390
4 Micro;4.8 Transaccional - Pensionado;3;2017;MS;SUPERMERCADOS;209554
1 Emp Grandes;1.2 Premium;11;2018;RyT;Piscilago;35265545
4 Micro;4.5 Transaccional;2;2018;RyT;Club El Cubo;6323655
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;3;2017;Vivienda;Fecha Entrega;191243150
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Programas Deportivos;143588103
2 Emp Medio;2.1 Gold;7;2018;MS;SUPERMERCADOS;318887326
6 Otros;No Afiliada;10;2018;RyT;Otros;7941198
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;1;2017;Salud;EMPRESARIAL;448400
4 Micro;4.2 Trans. Mas de 100 Trab.;10;2018;AyB;CATERING;99481
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;9;2018;RyT;Hotel Bosques de Athan;611665
6 Otros;No Afiliada;2;2018;RyT;Eventos y Convenciones;29265519
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Hotel Peñalisa;3320379
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;5;2018;RyT;Piscilago;14781910
3 Empresas Pymes;3.1 VIP;6;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;950202
4 Micro;4.5 Transaccional;11;2018;RyT;Eventos y Convenciones;26591361
6 Otros;No Afiliada;10;2017;Salud;EMPRESARIAL;403491120
6 Otros;No afiliada;11;2017;Salud;EMPRESARIAL;3056400
4 Micro;4.1 Estándar;10;2017;MS;SUPERMERCADOS;13350
6 Otros;No Afiliada;6;2017;Vivienda;SubsidioEntregado;7715778763
1 Emp Grandes;1.2 Premium;4;2018;RyT;Club El Cubo;77834897
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;10;2018;RyT;Hotel Peñalisa;611665
2 Emp Medio;2.1 Gold;6;2018;RyT;Programas Deportivos;29012914
4 Micro;4.1 Estándar;7;2018;Salud;;11474050
4 Micro;4.1 Estándar;11;2017;RyT;;40336
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Club Calle 195;810086
2 Emp Medio;2.1 Gold;2;2018;RyT;Club la Colina;14278995
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;1;2017;MS;DROGUERIAS;2873510
2 Emp Medio;2.1 Gold;3;2018;RyT;Otros;4005308
6 Otros;No Afiliada;8;2018;AyB;CATERING;33258614
3 Empresas Pymes;3.1 VIP;1;2018;RyT;Club la Colina;1993148
2 Emp Medio;2.1 Gold;1;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;106667
6 Otros;No afiliada;4;2017;MS;#;351550
6 Otros;No Afiliada;6;2017;Salud;EMPRESARIAL;240840825
6 Otros;No Afiliada;7;2018;MS;DROGUERIAS;657985930
1 Emp Grandes;1.2 Premium;4;2018;MS;DROGUERIAS;18541731
1 Emp Grandes;1.1 Platinum;6;2018;RyT;Eventos y Convenciones;94301205
6 Otros;No Afiliada;9;2018;RyT;Club la Colina;16433279
4 Micro;4.7 Transaccional - Independiente;1;2018;RyT;Club Bellavista;687400
1 Emp Grandes;1.1 Platinum;3;2018;Educación y Cultura;ASESORIAS PARA LA CALIDAD;2677586
4 Micro;4.1 Estándar;8;2018;RyT;Club El Cubo;3489346
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;11;2018;Salud;;45000
3 Empresas Pymes;3.1 VIP;5;2018;RyT;Eventos y Convenciones;109974791
1 Emp Grandes;1.2 Premium;9;2018;RyT;Eventos y Convenciones;84635355
6 Otros;No Afiliada;4;2018;MS;SUPERMERCADOS;1863158502
6 Otros;No Afiliada;12;2017;Vivienda;Fecha Opcion;10335244400
2 Emp Medio;2.1 Gold;4;2018;RyT;Programas Recreativos;3881000
3 Empresas Pymes;3.1 VIP;1;2018;MS;DROGUERIAS;23874233
6 Otros;No Afiliada;4;2018;RyT;Programas Deportivos;134755815
6 Otros;No Afiliada;3;2017;MS;DROGUERIAS;3776720166
3 Empresas Pymes;3.1 VIP;9;2018;RyT;Eventos y Convenciones;55469678
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;10;2017;Vivienda;SubsidioEntregado;120378855
4 Micro;4.1 Estándar;1;2018;RyT;Club la Colina;7532034
4 Micro;4.2 Trans. Mas de 100 Trab.;11;2017;Vivienda;SubsidioAsignado;36885850
1 Emp Grandes;1.2 Premium;5;2018;RyT;Eventos y Convenciones;55347515
4 Micro;4.7 Transaccional - Independiente;2;2018;Salud;CHEQUEOS;1664877
5 Micro;5.1 Colsubsidio;10;2017;Vivienda;SubsidioEntregado;13853525
4 Micro;4.5 Transaccional;6;2018;RyT;Club Bellavista;10530780
6 Otros;No Afiliada;10;2017;Vivienda;SubsidioAsignado;10083853673
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Eventos y Convenciones;1891834
5 Micro;5.1 Colsubsidio;12;2018;RyT;Piscilago;6792788
6 Otros;No Afiliada;6;2018;RyT;Hotel Bosques de Athan;0
4 Micro;4.1 Estándar;12;2017;Vivienda;SubsidioEntregado;20683650
3 Empresas Pymes;3.2 VIP Estándar;7;2018;Educación y Cultura;EDUCACION INICIAL;4140000
6 Otros;No Afiliada;11;2017;MS;SUPERMERCADOS;10010480672
2 Emp Medio;2.1 Gold;5;2018;RyT;Hotel Paipa;343062
6 Otros;No Afiliada;2;2017;Vivienda;Fecha Entrega;29451612838
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Programas Deportivos;826286
2 Emp Medio;2.2 Silver;11;2018;RyT;Eventos y Convenciones;323030840
4 Micro;4.5 Transaccional;7;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;297260
2 Emp Medio;2.2 Silver;7;2018;RyT;Piscilago;56142473
1 Emp Grandes;1.1 Platinum;3;2018;RyT;Programas Recreativos;3632378
3 Empresas Pymes;3.1 VIP;6;2018;RyT;Club Calle 195;20835367
6 Otros;No Afiliada;5;2017;Vivienda;SubsidioAsignado;6702896662
2 Emp Medio;2.2 Silver;2;2018;Salud;;14985250
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Eventos y Convenciones;6617987
4 Micro;4.5 Transaccional;9;2017;MS;SUPERMERCADOS;92642556
4 Micro;4.5 Transaccional;4;2018;RyT;Club la Colina;496638
5 Micro;5.1 Colsubsidio;11;2017;Vivienda;Fecha Entrega;197322000
4 Micro;4.1 Estándar;11;2018;RyT;Programas Deportivos;33160231
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;11;2017;Vivienda;SubsidioEntregado;14754340
6 Otros;No Afiliada;3;2017;RyT;;1396792590
5 Micro;5.1 Colsubsidio;12;2018;RyT;Hotel Peñalisa;42185
3 Empresas Pymes;3.2 VIP Estándar;9;2018;RyT;Hotel Peñalisa;5299635
3 Empresas Pymes;3.1 VIP;5;2018;Salud;CHEQUEOS;8455831
4 Micro;4.5 Transaccional;10;2017;MS;#;3752345
1 Emp Grandes;1.1 Platinum;5;2018;MS;SUPERMERCADOS;134919309
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Club El Cubo;20436344
3 Empresas Pymes;3.2 VIP Estándar;7;2018;RyT;Programas Recreativos;24912932
2 Emp Medio;2.1 Gold;8;2018;AyB;CATERING;44679873
6 Otros;No Afiliada;4;2017;Salud;EMPRESARIAL;282333250
6 Otros;No Afiliada;4;2017;Vivienda;SubsidioAsignado;12111099989
4 Micro;4.2 Trans. Mas de 100 Trab.;9;2017;Vivienda;SubsidioAsignado;22131510
4 Micro;4.5 Transaccional;9;2018;Educación y Cultura;Campus;55280
6 Otros;No Afiliada;8;2017;MS;#;256959617
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;7;2018;RyT;Club Bellavista;523097
3 Empresas Pymes;3.1 VIP;5;2018;AyB;CAFÉ DE LAS LETRAS CALLE 26;418001
3 Empresas Pymes;3.2 VIP Estándar;9;2018;MS;SUPERMERCADOS;208506065
3 Empresas Pymes;3.1 VIP;1;2018;MS;SUPERMERCADOS;701787258
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;4;2018;RyT;Club El Cubo;3939883
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;12;2018;RyT;Club Calle 195;3257672
4 Micro;4.3 Trans.Juridica Ent. 11 a 99 Trab.;3;2018;RyT;Hotel Peñalisa;12585838
2 Emp Medio;2.2 Silver;5;2018;RyT;Club Bellavista;46557885
6 Otros;No Afiliada;2;2017;Vivienda;SubsidioEntregado;NA
4 Micro;4.1 Estándar;2;2018;AyB;CATERING;1719496
4 Micro;4.1 Estándar;9;2018;MS;SUPERMERCADOS;67845862
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;6;2017;MS;DROGUERIAS;4021733
6 Otros;No afiliada;1;2017;MS;SUPERMERCADOS;133199889
6 Otros;No Afiliada;11;2018;RyT;Programas Recreativos;264098992
3 Empresas Pymes;3.2 VIP Estándar;5;2018;RyT;Club El Cubo;27890792
1 Emp Grandes;1.1 Platinum;9;2018;RyT;Piscilago;2431482
1 Emp Grandes;1.2 Premium;1;2018;RyT;Club la Colina;1118171
1 Emp Grandes;1.2 Premium;4;2018;MS;SUPERMERCADOS;155221222
1 Emp Grandes;1.1 Platinum;7;2018;RyT;Hotel Bosques de Athan;25695770
3 Empresas Pymes;3.2 VIP Estándar;4;2018;RyT;Hotel Peñalisa;73611
3 Empresas Pymes;3.1 VIP;11;2018;RyT;Club Bellavista;7001167
1 Emp Grandes;1.2 Premium;8;2018;RyT;Eventos y Convenciones;97850533
3 Empresas Pymes;3.2 VIP Estándar;10;2018;RyT;Club la Colina;5530200
4 Micro;4.1 Estándar;4;2018;Salud;;14528550
1 Emp Grandes;1.1 Platinum;6;2018;Salud;;0
4 Micro;4.4 Trans.Natural Ent. 11 a 99 Trab.;2;2017;Vivienda;SubsidioAsignado;151231985
4 Micro;4.7 Transaccional - Independiente;5;2017;MS;SUPERMERCADOS;1700401
1 Emp Grandes;1.1 Platinum;2;2018;Salud;;10788000
2 Emp Medio;2.1 Gold;7;2018;RyT;Club El Cubo;37677378
3 Empresas Pymes;3.1 VIP;4;2018;RyT;Club la Colina;11431285
3 Empresas Pymes;3.2 VIP Estándar;12;2018;RyT;Club Bellavista;32093823
